,Order_ID,Order_Date,Order_YearMonth,Retailer_ID,Product_SKU,Product_Price,Product_Cost, Order_Quantity ,Sales_Amount,Cost_of_Goods_Sold,Product_Discount,Profit,Profit_Margin
1361,1362,2018-08-13,2018-08-01,41,MJ02-M-Green,56,31.1,42,2352,1306.2,0.06666666666666667,1045.8,0.4446428571428571
1362,1363,2018-08-13,2018-08-01,137,MS07-L-Green,5,2.8600000000000003,21,105,60.06,0.782608695652174,44.94,0.428
1363,1364,2018-08-13,2018-08-01,702,MP05-33-Green,34,15.81,27,918,426.87,0.38181818181818183,491.13,0.535
1364,1365,2018-08-13,2018-08-01,356,MSH07-36-Purple,28,17.43,17,476,296.31,0.36363636363636365,179.69,0.3775
1365,1366,2018-08-14,2018-08-01,745,MS01-L-Brown,9,6.199999999999999,18,162,111.6,0.5909090909090909,50.400000000000006,0.31111111111111117
1366,1367,2018-08-14,2018-08-01,454,MSH08-32-Pink,28,13.74,2,56,27.48,0.37777777777777777,28.52,0.5092857142857142
1367,1368,2018-08-14,2018-08-01,9,MSH01-36-Black,45,19.69,17,765,334.73,0.0,430.27,0.5624444444444444
1368,1369,2018-08-14,2018-08-01,772,MJ04-M-Purple,50,19.14,24,1200,459.36,0.07407407407407407,740.64,0.6172
1369,1370,2018-08-14,2018-08-01,371,MSH01-32-Blue,28,18.919999999999998,39,1092,737.88,0.37777777777777777,354.12,0.3242857142857143
1370,1371,2018-08-14,2018-08-01,592,MJ12-S-Blue,61,17.74,1,61,17.74,0.046875,43.260000000000005,0.7091803278688525
1371,1372,2018-08-15,2018-08-01,537,MSH08-32-Black,33,10.89,11,363,119.79,0.175,243.20999999999998,0.6699999999999999
1372,1373,2018-08-15,2018-08-01,744,MSH08-32-Blue,41,12.5,47,1927,587.5,0.0,1339.5,0.6951219512195121
1373,1374,2018-08-16,2018-08-01,239,MH04-XS-White,25,16.5,7,175,115.5,0.4186046511627907,59.5,0.34
1374,1375,2018-08-16,2018-08-01,426,MS01-XL-Brown,20,8.370000000000001,41,820,343.17,0.09090909090909091,476.83,0.5815
1375,1376,2018-08-16,2018-08-01,71,MP12-32-Black,47,18.33,15,705,274.95,0.020833333333333332,430.05,0.61
1376,1377,2018-08-16,2018-08-01,87,MSH08-32-Green,37,23.31,50,1850,1165.5,0.17777777777777778,684.5,0.37
1377,1378,2018-08-16,2018-08-01,265,MP12-33-Red,39,19.41,23,897,446.43,0.2777777777777778,450.57,0.5023076923076923
1378,1379,2018-08-16,2018-08-01,472,MSH08-33-Black,29,14.5,34,986,493.0,0.35555555555555557,493.0,0.5
1379,1380,2018-08-16,2018-08-01,134,MS11-S-Yellow,14,4.05,5,70,20.25,0.4166666666666667,49.75,0.7107142857142857
1380,1381,2018-08-16,2018-08-01,482,MJ11-S-Black,53,23.59,15,795,353.85,0.171875,441.15,0.5549056603773584
1381,1382,2018-08-17,2018-08-01,322,MSH08-33-Blue,43,19.0,11,473,209.0,0.0,264.0,0.5581395348837209
1382,1383,2018-08-17,2018-08-01,698,MJ03-XS-Green,50,24.66,19,950,468.54,0.23076923076923078,481.46,0.5068
1383,1384,2018-08-17,2018-08-01,650,MS07-M-White,19,10.6,43,817,455.8,0.17391304347826086,361.2,0.4421052631578947
1384,1385,2018-08-17,2018-08-01,234,MSH08-33-Green,27,15.04,19,513,285.76,0.38636363636363635,227.24,0.442962962962963
1385,1386,2018-08-17,2018-08-01,80,MP05-33-Blue,41,18.37,29,1189,532.73,0.2545454545454545,656.27,0.5519512195121951
1386,1387,2018-08-18,2018-08-01,462,MS04-XS-Black,16,7.46,31,496,231.26,0.36,264.74,0.5337500000000001
1387,1388,2018-08-18,2018-08-01,339,MJ12-S-Pink,62,25.59,47,2914,1202.73,0.0,1711.27,0.587258064516129
1388,1389,2018-08-18,2018-08-01,19,MP05-32-Blue,37,14.700000000000001,3,111,44.1,0.32727272727272727,66.9,0.6027027027027028
1389,1390,2018-08-19,2018-08-01,231,MSH08-34-Black,43,24.94,8,344,199.52,0.044444444444444446,144.48,0.42
1390,1391,2018-08-19,2018-08-01,166,MH10-XS-Blue,24,15.280000000000001,40,960,611.2,0.42857142857142855,348.79999999999995,0.3633333333333333
1391,1392,2018-08-19,2018-08-01,45,MJ02-XS-Green,59,24.9,20,1180,498.0,0.09230769230769231,682.0,0.5779661016949152
1392,1393,2018-08-19,2018-08-01,378,MH03-XS-Black,37,11.93,43,1591,512.99,0.0,1078.01,0.6775675675675675
1393,1394,2018-08-19,2018-08-01,484,MSH08-34-Blue,38,16.63,14,532,232.82,0.09523809523809523,299.18,0.5623684210526316
1394,1395,2018-08-19,2018-08-01,318,MH01-M-Black,34,16.709999999999997,33,1122,551.43,0.1282051282051282,570.57,0.5085294117647059
1395,1396,2018-08-20,2018-08-01,52,MJ07-XS-Yellow,55,21.64,40,2200,865.6,0.140625,1334.4,0.6065454545454546
1396,1397,2018-08-20,2018-08-01,99,MH13-S-Pink,20,9.6,10,200,96.0,0.5555555555555556,104.0,0.52
1397,1398,2018-08-20,2018-08-01,393,MS03-L-Green,22,6.52,50,1100,326.0,0.0,774.0,0.7036363636363636
1398,1399,2018-08-20,2018-08-01,277,MJ02-M-Green,58,31.1,1,58,31.1,0.03333333333333333,26.9,0.46379310344827585
1399,1400,2018-08-20,2018-08-01,496,MJ01-XS-Yellow,59,28.08,12,708,336.96,0.09230769230769231,371.04,0.5240677966101696
1400,1401,2018-08-20,2018-08-01,217,MSH08-34-Green,37,22.57,23,851,519.11,0.0,331.89,0.38999999999999996
1401,1402,2018-08-20,2018-08-01,712,MJ01-S-Red,48,22.63,12,576,271.56,0.26153846153846155,304.44,0.5285416666666667
1402,1403,2018-08-20,2018-08-01,140,MJ02-S-Pink,50,33.18,43,2150,1426.74,0.21875,723.26,0.3364
1403,1404,2018-08-21,2018-08-01,98,MP04-32-Gray,46,15.86,24,1104,380.64,0.14814814814814814,723.36,0.6552173913043479
1404,1405,2018-08-21,2018-08-01,746,MSH08-36-Black,37,11.03,16,592,176.48,0.1590909090909091,415.52,0.7018918918918918
1405,1406,2018-08-21,2018-08-01,59,MP11-33-Brown,34,23.549999999999997,36,1224,847.8,0.38181818181818183,376.20000000000005,0.3073529411764706
1406,1407,2018-08-21,2018-08-01,654,MP10-33-Black,33,14.069999999999999,10,330,140.7,0.3888888888888889,189.3,0.5736363636363637
1407,1408,2018-08-21,2018-08-01,671,MH08-S-Pink,43,18.580000000000002,20,860,371.6,0.044444444444444446,488.4,0.567906976744186
1408,1409,2018-08-21,2018-08-01,591,MSH08-36-Blue,32,14.399999999999999,47,1504,676.8,0.2727272727272727,827.2,0.55
1409,1410,2018-08-21,2018-08-01,484,MH05-XL-Green,22,9.040000000000001,31,682,280.24,0.2413793103448276,401.76,0.5890909090909091
1410,1411,2018-08-22,2018-08-01,62,MS06-M-Green,19,8.53,2,38,17.06,0.13636363636363635,20.94,0.5510526315789473
1411,1412,2018-08-22,2018-08-01,156,MSH05-32-Pink,26,14.889999999999999,27,702,402.03,0.3953488372093023,299.97,0.42730769230769233
1412,1413,2018-08-22,2018-08-01,220,MSH05-32-Gray,28,19.37,7,196,135.59,0.36363636363636365,60.41,0.3082142857142857
1413,1414,2018-08-22,2018-08-01,605,MSH08-36-Green,25,8.129999999999999,14,350,113.82,0.34210526315789475,236.18,0.6748000000000001
1414,1415,2018-08-22,2018-08-01,623,MP03-36-Green,49,21.45,4,196,85.8,0.02,110.2,0.5622448979591836
1415,1416,2018-08-22,2018-08-01,379,MJ01-S-Yellow,53,23.069999999999997,12,636,276.84,0.15873015873015872,359.16,0.5647169811320755
1416,1417,2018-08-22,2018-08-01,108,MS12-L-Red,11,3.19,35,385,111.65,0.56,273.35,0.7100000000000001
1417,1418,2018-08-23,2018-08-01,485,MJ02-M-Green,55,31.099999999999998,14,770,435.4,0.08333333333333333,334.6,0.43454545454545457
1418,1419,2018-08-23,2018-08-01,571,MS08-XS-Blue,14,7.65,47,658,359.55,0.4166666666666667,298.45,0.45357142857142857
1419,1420,2018-08-23,2018-08-01,176,MS09-XS-Blue,6,4.63,46,276,212.98,0.7272727272727273,63.02000000000001,0.22833333333333336
1420,1421,2018-08-23,2018-08-01,139,MJ07-XS-Yellow,44,21.64,10,440,216.4,0.3125,223.6,0.5081818181818182
1421,1422,2018-08-24,2018-08-01,651,MSH09-32-Pink,28,19.86,26,728,516.36,0.37777777777777777,211.64,0.2907142857142857
1422,1423,2018-08-24,2018-08-01,654,MP07-33-Blue,54,19.22,2,108,38.44,0.01818181818181818,69.56,0.6440740740740741
1423,1424,2018-08-24,2018-08-01,645,MH05-XL-Red,42,14.15,45,1890,636.75,0.023255813953488372,1253.25,0.6630952380952381
1424,1425,2018-08-24,2018-08-01,350,MH01-S-Black,28,10.63,1,28,10.63,0.36363636363636365,17.369999999999997,0.6203571428571427
1425,1426,2018-08-25,2018-08-01,784,MSH09-32-Black,34,12.24,50,1700,612.0,0.19047619047619047,1088.0,0.64
1426,1427,2018-08-25,2018-08-01,66,MSH09-32-Blue,32,13.73,17,544,233.41,0.28888888888888886,310.59000000000003,0.5709375000000001
1427,1428,2018-08-25,2018-08-01,122,MH09-XS-Green,38,14.26,31,1178,442.06,0.15555555555555556,735.94,0.6247368421052633
1428,1429,2018-08-25,2018-08-01,74,MSH09-32-Green,27,11.07,50,1350,553.5,0.38636363636363635,796.5,0.59
1429,1430,2018-08-25,2018-08-01,661,MP10-36-Blue,38,16.27,18,684,292.86,0.13636363636363635,391.14,0.5718421052631579
1430,1431,2018-08-25,2018-08-01,551,MSH09-33-Black,31,13.64,19,589,259.16,0.27906976744186046,329.84,0.5599999999999999
1431,1432,2018-08-25,2018-08-01,758,MP03-34-Blue,53,19.66,12,636,235.92,0.0,400.08000000000004,0.629056603773585
1432,1433,2018-08-25,2018-08-01,126,MJ06-S-Green,65,25.529999999999998,15,975,382.95,0.0,592.05,0.6072307692307691
1433,1434,2018-08-25,2018-08-01,371,MP02-32-Gray,55,23.24,16,880,371.84,0.0,508.16,0.5774545454545454
1434,1435,2018-08-26,2018-08-01,540,MSH09-33-Blue,36,8.88,49,1764,435.12,0.05263157894736842,1328.88,0.7533333333333334
1435,1436,2018-08-26,2018-08-01,14,MSH03-32-Green,27,14.08,33,891,464.64,0.22857142857142856,426.36,0.4785185185185185
1436,1437,2018-08-26,2018-08-01,234,MS10-XL-Red,5,8.43,9,45,75.87,0.782608695652174,-30.870000000000005,-0.686
1437,1438,2018-08-26,2018-08-01,202,MSH09-33-Blue,30,8.88,19,570,168.72,0.21052631578947367,401.28,0.704
1438,1439,2018-08-26,2018-08-01,263,MSH05-36-Gray,35,18.46,41,1435,756.86,0.20454545454545456,678.14,0.4725714285714286
1439,1440,2018-08-26,2018-08-01,300,MJ07-L-Yellow,47,20.18,16,752,322.88,0.27692307692307694,429.12,0.5706382978723404
1440,1441,2018-08-26,2018-08-01,539,MH02-M-Red,40,15.8,25,1000,395.0,0.047619047619047616,605.0,0.605
1441,1442,2018-08-27,2018-08-01,45,MS03-XL-Orange,6,7.12,12,72,85.44,0.75,-13.439999999999998,-0.18666666666666665
1442,1443,2018-08-27,2018-08-01,537,MS07-XL-Black,15,5.38,3,45,16.14,0.0,28.86,0.6413333333333333
1443,1444,2018-08-27,2018-08-01,736,MSH06-33-Red,42,19.169999999999998,5,210,95.85,0.045454545454545456,114.15,0.5435714285714286
1444,1445,2018-08-28,2018-08-01,400,MSH09-33-Green,35,15.07,27,945,406.89,0.20454545454545456,538.11,0.5694285714285714
1445,1446,2018-08-29,2018-08-01,204,MSH09-34-Black,26,16.15,35,910,565.25,0.4090909090909091,344.75,0.37884615384615383
1446,1447,2018-08-29,2018-08-01,683,MS02-S-Pink,5,4.779999999999999,5,25,23.9,0.7727272727272727,1.1000000000000014,0.04400000000000006
1447,1448,2018-08-29,2018-08-01,404,MSH09-34-Blue,27,9.72,6,162,58.32,0.34146341463414637,103.68,0.64
1448,1449,2018-08-29,2018-08-01,335,MS06-S-Pink,6,9.549999999999999,34,204,324.7,0.76,-120.69999999999999,-0.5916666666666666
1449,1450,2018-08-29,2018-08-01,234,MH04-XL-White,22,14.51,32,704,464.32,0.4883720930232558,239.68,0.34045454545454545
1450,1451,2018-08-29,2018-08-01,124,MSH09-34-Green,38,14.45,2,76,28.9,0.15555555555555556,47.1,0.6197368421052631
1451,1452,2018-08-29,2018-08-01,91,MH01-S-Blue,27,11.31,17,459,192.27,0.34146341463414637,266.73,0.5811111111111111
1452,1453,2018-08-29,2018-08-01,629,MSH01-33-Black,28,13.59,25,700,339.75,0.37777777777777777,360.25,0.5146428571428572
1453,1454,2018-08-30,2018-08-01,65,MH03-XS-Green,35,12.26,41,1435,502.66,0.14634146341463414,932.3399999999999,0.6497142857142857
1454,1455,2018-08-30,2018-08-01,481,MSH09-36-Black,44,23.32,21,924,489.72,0.0,434.28,0.47
1455,1456,2018-08-30,2018-08-01,299,MSH09-36-Blue,35,15.75,32,1120,504.0,0.2222222222222222,616.0,0.55
1456,1457,2018-08-30,2018-08-01,192,MP12-36-Black,36,17.72,33,1188,584.76,0.29411764705882354,603.24,0.5077777777777778
1457,1458,2018-08-30,2018-08-01,586,MP01-36-Purple,49,15.94,1,49,15.94,0.057692307692307696,33.06,0.6746938775510205
1458,1459,2018-08-30,2018-08-01,661,MSH09-36-Green,29,19.14,11,319,210.54,0.35555555555555557,108.46000000000001,0.34
1459,1460,2018-08-30,2018-08-01,288,MJ01-M-Red,63,17.12,50,3150,856.0,0.0,2294.0,0.7282539682539683
1460,1461,2018-08-30,2018-08-01,164,MS03-L-Gray,14,11.299999999999999,43,602,485.9,0.4166666666666667,116.10000000000002,0.1928571428571429
1461,1462,2018-08-31,2018-08-01,18,MSH10-32-Pink,45,12.15,2,90,24.3,0.0,65.7,0.73
1462,1463,2018-08-31,2018-08-01,580,MP11-32-Green,52,21.57,35,1820,754.95,0.018867924528301886,1065.05,0.5851923076923077
1463,1464,2018-08-31,2018-08-01,664,MJ01-M-Yellow,42,21.8,46,1932,1002.8,0.3225806451612903,929.2,0.48095238095238096
1464,1465,2018-08-31,2018-08-01,24,MSH10-32-Blue,35,22.75,38,1330,864.5,0.05405405405405406,465.5,0.35
1465,1466,2018-08-31,2018-08-01,469,MSH10-32-Green,36,21.77,31,1116,674.87,0.12195121951219512,441.13,0.3952777777777778
1466,1467,2018-08-31,2018-08-01,522,MS04-S-Orange,6,5.26,6,36,31.56,0.75,4.440000000000001,0.12333333333333336
1467,1468,2018-09-01,2018-09-01,430,MP12-33-Blue,49,18.86,49,2401,924.14,0.0,1476.8600000000001,0.6151020408163266
1468,1469,2018-09-02,2018-09-01,232,MSH03-36-Green,45,15.98,50,2250,799.0,0.0,1451.0,0.6448888888888888
1469,1470,2018-09-02,2018-09-01,577,MSH10-32-Purple,28,12.79,6,168,76.74,0.37777777777777777,91.26,0.5432142857142858
1470,1471,2018-09-02,2018-09-01,523,MP10-32-Pink,30,16.05,48,1440,770.4,0.34782608695652173,669.6,0.465
1471,1472,2018-09-02,2018-09-01,423,MSH10-33-Blue,36,18.02,5,180,90.1,0.1,89.9,0.49944444444444447
1472,1473,2018-09-02,2018-09-01,613,MH06-XL-Blue,43,20.96,22,946,461.12,0.022727272727272728,484.88,0.5125581395348837
1473,1474,2018-09-02,2018-09-01,261,MJ01-M-Orange,42,23.07,37,1554,853.59,0.35384615384615387,700.41,0.4507142857142857
1474,1475,2018-09-02,2018-09-01,392,MS07-XL-Green,14,5.67,8,112,45.36,0.44,66.64,0.595
1475,1476,2018-09-02,2018-09-01,279,MS12-XL-Red,14,7.78,43,602,334.54,0.44,267.46,0.44428571428571423
1476,1477,2018-09-02,2018-09-01,29,MS09-XL-Black,8,6.62,10,80,66.2,0.6666666666666666,13.799999999999997,0.17249999999999996
1477,1478,2018-09-02,2018-09-01,417,MP08-34-Green,43,20.060000000000002,39,1677,782.34,0.18867924528301888,894.66,0.5334883720930232
1478,1479,2018-09-02,2018-09-01,100,MSH10-33-Green,26,13.85,25,650,346.25,0.36585365853658536,303.75,0.4673076923076923
1479,1480,2018-09-03,2018-09-01,557,MH10-XL-Blue,20,10.37,11,220,114.07,0.5121951219512195,105.93,0.48150000000000004
1480,1481,2018-09-03,2018-09-01,669,MSH10-33-Purple,32,17.92,33,1056,591.36,0.1794871794871795,464.64,0.44
1481,1482,2018-09-03,2018-09-01,302,MS06-L-Blue,8,2.88,43,344,123.84,0.6521739130434783,220.16,0.64
1482,1483,2018-09-03,2018-09-01,368,MP02-36-Red,33,18.81,28,924,526.68,0.37735849056603776,397.32000000000005,0.43000000000000005
1483,1484,2018-09-03,2018-09-01,780,MH07-M-Green,29,20.03,16,464,320.48,0.32558139534883723,143.51999999999998,0.3093103448275862
1484,1485,2018-09-03,2018-09-01,310,MSH10-34-Blue,45,15.3,21,945,321.3,0.0,623.7,0.66
1485,1486,2018-09-03,2018-09-01,629,MP03-36-Green,44,21.45,39,1716,836.55,0.12,879.45,0.5125000000000001
1486,1487,2018-09-03,2018-09-01,748,MSH10-34-Green,41,21.67,32,1312,693.44,0.06818181818181818,618.56,0.4714634146341463
1487,1488,2018-09-04,2018-09-01,511,MSH08-32-Blue,29,12.5,7,203,87.5,0.2926829268292683,115.5,0.5689655172413793
1488,1489,2018-09-04,2018-09-01,97,MH10-M-Black,30,11.959999999999999,10,300,119.6,0.3181818181818182,180.4,0.6013333333333334
1489,1490,2018-09-04,2018-09-01,289,MSH10-34-Purple,31,8.709999999999999,17,527,148.07,0.24390243902439024,378.93,0.7190322580645161
1490,1491,2018-09-04,2018-09-01,750,MSH10-36-Blue,30,18.3,43,1290,786.9,0.3333333333333333,503.1,0.39
1491,1492,2018-09-04,2018-09-01,676,MJ04-S-Blue,46,18.27,45,2070,822.15,0.20689655172413793,1247.85,0.6028260869565217
1492,1493,2018-09-04,2018-09-01,162,MS06-XS-Blue,25,3.86,44,1100,169.84,0.0,930.16,0.8456
1493,1494,2018-09-04,2018-09-01,495,MH06-S-Red,45,14.92,27,1215,402.84,0.0,812.1600000000001,0.6684444444444445
1494,1495,2018-09-05,2018-09-01,324,MSH08-36-Green,26,8.13,46,1196,373.98,0.3157894736842105,822.02,0.6873076923076923
1495,1496,2018-09-05,2018-09-01,404,MH13-S-Blue,33,16.1,28,924,450.8,0.0,473.2,0.5121212121212121
1496,1497,2018-09-05,2018-09-01,342,MSH10-36-Green,37,13.35,16,592,213.6,0.17777777777777778,378.4,0.6391891891891891
1497,1498,2018-09-06,2018-09-01,131,MP05-33-Green,52,15.809999999999999,38,1976,600.78,0.05454545454545454,1375.22,0.6959615384615385
1498,1499,2018-09-06,2018-09-01,127,MH03-S-Green,43,23.91,25,1075,597.75,0.044444444444444446,477.25,0.44395348837209303
1499,1500,2018-09-06,2018-09-01,760,MP02-33-Gray,49,25.660000000000004,10,490,256.6,0.09259259259259259,233.39999999999998,0.47632653061224484
1500,1501,2018-09-06,2018-09-01,529,MS03-L-Green,7,6.5200000000000005,31,217,202.12,0.6818181818181818,14.879999999999995,0.06857142857142855
1501,1502,2018-09-07,2018-09-01,533,MSH01-32-Pink,42,11.440000000000001,5,210,57.2,0.023255813953488372,152.8,0.7276190476190477
1502,1503,2018-09-08,2018-09-01,578,MSH03-33-Black,40,15.200000000000001,14,560,212.8,0.047619047619047616,347.2,0.62
1503,1504,2018-09-08,2018-09-01,207,MH08-XL-Purple,20,7.920000000000001,24,480,190.08,0.4594594594594595,289.91999999999996,0.6039999999999999
1504,1505,2018-09-08,2018-09-01,527,MH02-L-Purple,27,14.420000000000002,38,1026,547.96,0.38636363636363635,478.03999999999996,0.4659259259259259
1505,1506,2018-09-09,2018-09-01,141,MJ12-L-Blue,55,26.599999999999998,14,770,372.4,0.03508771929824561,397.6,0.5163636363636364
1506,1507,2018-09-09,2018-09-01,32,MH08-L-Purple,32,12.38,36,1152,445.68,0.28888888888888886,706.3199999999999,0.6131249999999999
1507,1508,2018-09-09,2018-09-01,675,MS04-M-Orange,10,3.36,37,370,124.32,0.5,245.68,0.664
1508,1509,2018-09-09,2018-09-01,418,MSH10-36-Purple,27,15.13,48,1296,726.24,0.15625,569.76,0.43962962962962965
1509,1510,2018-09-09,2018-09-01,118,MSH11-32-Pink,40,15.68,4,160,62.72,0.0,97.28,0.608
1510,1511,2018-09-09,2018-09-01,87,MS10-S-Red,10,5.8,49,490,284.2,0.5,205.8,0.42000000000000004
1511,1512,2018-09-09,2018-09-01,551,MSH11-32-Black,33,18.2,1,33,18.2,0.26666666666666666,14.8,0.4484848484848485
1512,1513,2018-09-09,2018-09-01,264,MS04-S-Orange,6,5.26,39,234,205.14,0.75,28.860000000000014,0.12333333333333339
1513,1514,2018-09-09,2018-09-01,547,MSH11-32-Blue,36,19.490000000000002,40,1440,779.6,0.2,660.4,0.4586111111111111
1514,1515,2018-09-09,2018-09-01,272,MJ09-XS-White,50,20.28,21,1050,425.88,0.21875,624.12,0.5944
1515,1516,2018-09-10,2018-09-01,784,MSH11-32-Red,25,14.0,4,100,56.0,0.4318181818181818,44.0,0.44
1516,1517,2018-09-10,2018-09-01,582,MP08-34-Red,46,18.080000000000002,40,1840,723.2,0.14814814814814814,1116.8,0.6069565217391304
1517,1518,2018-09-10,2018-09-01,751,MH03-L-Black,20,14.28,34,680,485.52,0.5555555555555556,194.48000000000002,0.28600000000000003
1518,1519,2018-09-10,2018-09-01,392,MSH04-34-Yellow,36,19.21,48,1728,922.08,0.18181818181818182,805.92,0.46638888888888885
1519,1520,2018-09-10,2018-09-01,261,MH05-S-Red,28,11.9,8,224,95.2,0.36363636363636365,128.8,0.5750000000000001
1520,1521,2018-09-10,2018-09-01,642,MSH08-34-Blue,42,16.630000000000003,19,798,315.97,0.0,482.03,0.604047619047619
1521,1522,2018-09-10,2018-09-01,691,MS11-S-Pink,15,7.489999999999999,33,495,247.17,0.34782608695652173,247.83,0.5006666666666667
1522,1523,2018-09-10,2018-09-01,82,MSH11-33-Black,30,17.7,4,120,70.8,0.2857142857142857,49.2,0.41000000000000003
1523,1524,2018-09-11,2018-09-01,597,MP06-34-Gray,33,20.49,47,1551,963.03,0.36538461538461536,587.97,0.3790909090909091
1524,1525,2018-09-11,2018-09-01,474,MSH11-33-Blue,28,15.4,48,1344,739.2,0.3,604.8,0.44999999999999996
1525,1526,2018-09-11,2018-09-01,553,MSH11-33-Red,28,12.91,17,476,219.47,0.17647058823529413,256.53,0.5389285714285714
1526,1527,2018-09-11,2018-09-01,434,MJ11-S-Pink,51,27.04,17,867,459.68,0.1774193548387097,407.32,0.46980392156862744
1527,1528,2018-09-11,2018-09-01,208,MSH10-33-Blue,40,18.02,35,1400,630.7,0.0,769.3,0.5495
1528,1529,2018-09-11,2018-09-01,425,MSH09-32-Pink,35,19.860000000000003,28,980,556.08,0.2222222222222222,423.91999999999996,0.43257142857142855
1529,1530,2018-09-12,2018-09-01,613,MH01-L-Gray,44,16.42,26,1144,426.92,0.0,717.0799999999999,0.6268181818181817
1530,1531,2018-09-12,2018-09-01,622,MSH04-32-Gray,32,21.75,7,224,152.25,0.28888888888888886,71.75,0.3203125
1531,1532,2018-09-12,2018-09-01,124,MS09-XL-Blue,13,7.6,4,52,30.4,0.43478260869565216,21.6,0.4153846153846154
1532,1533,2018-09-12,2018-09-01,317,MSH11-34-Black,36,20.88,6,216,125.28,0.16279069767441862,90.72,0.42
1533,1534,2018-09-12,2018-09-01,292,MP03-34-Blue,31,19.66,26,806,511.16,0.41509433962264153,294.84,0.3658064516129032
1534,1535,2018-09-12,2018-09-01,244,MSH11-34-Blue,25,10.379999999999999,29,725,301.02,0.4318181818181818,423.98,0.5848
1535,1536,2018-09-13,2018-09-01,389,MH03-S-Green,32,23.909999999999997,49,1568,1171.59,0.28888888888888886,396.4100000000001,0.25281250000000005
1536,1537,2018-09-13,2018-09-01,494,MSH03-36-Black,38,17.51,25,950,437.75,0.15555555555555556,512.25,0.5392105263157895
1537,1538,2018-09-13,2018-09-01,72,MH09-S-Green,39,21.84,45,1755,982.8,0.11363636363636363,772.2,0.44
1538,1539,2018-09-13,2018-09-01,605,MSH11-34-Red,26,17.419999999999998,31,806,540.02,0.38095238095238093,265.98,0.33
1539,1540,2018-09-13,2018-09-01,355,MSH11-36-Black,38,16.7,2,76,33.4,0.0,42.6,0.5605263157894737
1540,1541,2018-09-14,2018-09-01,575,MH12-M-Red,45,26.259999999999998,27,1215,709.02,0.0,505.98,0.41644444444444445
1541,1542,2018-09-14,2018-09-01,39,MP08-34-Red,38,18.08,44,1672,795.52,0.2962962962962963,876.48,0.5242105263157895
1542,1543,2018-09-14,2018-09-01,376,MP09-33-Blue,46,12.72,50,2300,636.0,0.11538461538461539,1664.0,0.7234782608695652
1543,1544,2018-09-14,2018-09-01,332,MH08-L-Purple,26,12.379999999999999,10,260,123.8,0.4222222222222222,136.2,0.5238461538461539
1544,1545,2018-09-14,2018-09-01,532,MSH05-36-Black,38,16.47,27,1026,444.69,0.02564102564102564,581.31,0.566578947368421
1545,1546,2018-09-14,2018-09-01,234,MS02-XS-Gray,17,4.81,8,136,38.48,0.2608695652173913,97.52000000000001,0.7170588235294119
1546,1547,2018-09-14,2018-09-01,468,MP07-33-Purple,50,16.97,8,400,135.76,0.0,264.24,0.6606000000000001
1547,1548,2018-09-14,2018-09-01,35,MSH11-36-Blue,33,10.889999999999999,26,858,283.14,0.1951219512195122,574.86,0.67
1548,1549,2018-09-14,2018-09-01,133,MSH11-36-Red,28,16.52,30,840,495.6,0.36363636363636365,344.4,0.41
1549,1550,2018-09-14,2018-09-01,447,MP07-33-Blue,44,19.22,6,264,115.32,0.2,148.68,0.5631818181818182
1550,1551,2018-09-15,2018-09-01,449,MH11-S-Pink,33,14.87,47,1551,698.89,0.25,852.11,0.5493939393939394
1551,1552,2018-09-15,2018-09-01,190,MSH07-33-Purple,36,17.25,35,1260,603.75,0.16279069767441862,656.25,0.5208333333333334
1552,1553,2018-09-15,2018-09-01,46,MJ08-XS-Green,65,16.06,9,585,144.54,0.0,440.46000000000004,0.752923076923077
1553,1554,2018-09-15,2018-09-01,653,MP09-36-Red,44,24.64,36,1584,887.04,0.2,696.96,0.44
1554,1555,2018-09-15,2018-09-01,341,MSH04-32-Yellow,39,11.38,12,468,136.56,0.07142857142857142,331.44,0.7082051282051282
1555,1556,2018-09-15,2018-09-01,463,MP01-32-Black,51,23.48,34,1734,798.32,0.05555555555555555,935.68,0.5396078431372549
1556,1557,2018-09-15,2018-09-01,350,MS01-XS-Brown,14,6.180000000000001,11,154,67.98,0.391304347826087,86.02,0.5585714285714285
1557,1558,2018-09-16,2018-09-01,376,MSH12-32-Pink,42,16.8,28,1176,470.4,0.023255813953488372,705.6,0.6
1558,1559,2018-09-16,2018-09-01,533,MS11-L-Green,16,8.16,28,448,228.48,0.15789473684210525,219.52,0.49000000000000005
1559,1560,2018-09-16,2018-09-01,571,MSH12-32-Black,39,14.82,30,1170,444.6,0.11363636363636363,725.4,0.62
1560,1561,2018-09-16,2018-09-01,524,MH13-L-Lavender,31,10.76,16,496,172.16,0.29545454545454547,323.84000000000003,0.6529032258064517
1561,1562,2018-09-16,2018-09-01,30,MSH12-32-Gray,42,16.8,27,1134,453.6,0.0,680.4,0.6
1562,1563,2018-09-17,2018-09-01,385,MS04-XL-Orange,9,6.02,30,270,180.6,0.5909090909090909,89.4,0.33111111111111113
1563,1564,2018-09-17,2018-09-01,250,MP08-32-Red,40,23.59,22,880,518.98,0.23076923076923078,361.02,0.41025
1564,1565,2018-09-17,2018-09-01,662,MH05-XL-White,21,9.42,6,126,56.52,0.38235294117647056,69.47999999999999,0.5514285714285714
1565,1566,2018-09-17,2018-09-01,83,MSH12-32-Red,30,15.6,11,330,171.6,0.16666666666666666,158.4,0.48000000000000004
